Time,V
2.2340E-06,1.8542865336E-02
2.2350E-06,1.8528163493E-02
2.2360E-06,1.8522006571E-02
2.2370E-06,1.8496191561E-02
2.2380E-06,1.8492583811E-02
2.2390E-06,1.8503132880E-02
2.2400E-06,1.8483468115E-02
2.2410E-06,1.8485730708E-02
2.2420E-06,1.8434176028E-02
2.2430E-06,1.8420102179E-02
2.2440E-06,1.8419812262E-02
2.2450E-06,1.8398274958E-02
2.2460E-06,1.8407850802E-02
2.2470E-06,1.8386856139E-02
2.2480E-06,1.8369818747E-02
2.2490E-06,1.8392186224E-02
2.2500E-06,1.8349505007E-02
2.2510E-06,1.8338041365E-02
2.2520E-06,1.8331777155E-02
2.2530E-06,1.8308110297E-02
2.2540E-06,1.8323098719E-02
2.2550E-06,1.8283180296E-02
2.2560E-06,1.8302009642E-02
2.2570E-06,1.8288862288E-02
2.2580E-06,1.8291604578E-02
2.2590E-06,1.8280626357E-02
2.2600E-06,1.8273757994E-02
2.2610E-06,1.8278629363E-02
2.2620E-06,1.8248398364E-02
2.2630E-06,1.8271506369E-02
2.2640E-06,1.8215834677E-02
2.2650E-06,1.8203878939E-02
2.2660E-06,1.8211804450E-02
2.2670E-06,1.8204024851E-02
2.2680E-06,1.8182475626E-02
2.2690E-06,1.8172308028E-02
2.2700E-06,1.8178062499E-02
2.2710E-06,1.8183102190E-02
2.2720E-06,1.8155695498E-02
2.2730E-06,1.8154349864E-02
2.2740E-06,1.8150222838E-02
2.2750E-06,1.8113168299E-02
2.2760E-06,1.8124594748E-02
2.2770E-06,1.8122194827E-02
2.2780E-06,1.8103927672E-02
2.2790E-06,1.8076057971E-02
2.2800E-06,1.8081942141E-02
2.2810E-06,1.8070931971E-02
2.2820E-06,1.8074533045E-02
2.2830E-06,1.8061588824E-02
2.2840E-06,1.8059632361E-02
2.2850E-06,1.8045599043E-02
2.2860E-06,1.8058053076E-02
2.2870E-06,1.8018683016E-02
2.2880E-06,1.8026220381E-02
2.2890E-06,1.7988890707E-02
2.2900E-06,1.8023329318E-02
