in s,CH2 in V
1.1980E-06,3.8124568999E-02
1.1990E-06,3.8056562960E-02
1.2000E-06,3.8044345915E-02
1.2010E-06,3.7981590807E-02
1.2020E-06,3.7960218489E-02
1.2030E-06,3.7906770289E-02
1.2040E-06,3.7898951590E-02
1.2050E-06,3.7863050520E-02
1.2060E-06,3.7843430102E-02
1.2070E-06,3.7774837077E-02
1.2080E-06,3.7758390963E-02
1.2090E-06,3.7708305418E-02
1.2100E-06,3.7727725565E-02
1.2110E-06,3.7657362521E-02
1.2120E-06,3.7646118701E-02
1.2130E-06,3.7595305502E-02
1.2140E-06,3.7589914382E-02
1.2150E-06,3.7550888598E-02
1.2160E-06,3.7500630915E-02
1.2170E-06,3.7464304030E-02
1.2180E-06,3.7455099642E-02
1.2190E-06,3.7413218081E-02
1.2200E-06,3.7375236094E-02
1.2210E-06,3.7327586234E-02
1.2220E-06,3.7314662993E-02
1.2230E-06,3.7271044791E-02
1.2240E-06,3.7234398425E-02
1.2250E-06,3.7201479018E-02
1.2260E-06,3.7171844065E-02
1.2270E-06,3.7142476141E-02
1.2280E-06,3.7100157797E-02
1.2290E-06,3.7075762808E-02
1.2300E-06,3.7036581576E-02
1.2310E-06,3.7011521399E-02
1.2320E-06,3.6983293593E-02
1.2330E-06,3.6928710520E-02
1.2340E-06,3.6914028227E-02
1.2350E-06,3.6867385924E-02
1.2360E-06,3.6830606043E-02
1.2370E-06,3.6828542292E-02
1.2380E-06,3.6779645026E-02
1.2390E-06,3.6769444525E-02
1.2400E-06,3.6716608107E-02
1.2410E-06,3.6699149668E-02
1.2420E-06,3.6652541697E-02
1.2430E-06,3.6654403269E-02
1.2440E-06,3.6603421271E-02
1.2450E-06,3.6565305293E-02
1.2460E-06,3.6516745627E-02
1.2470E-06,3.6514436781E-02
1.2480E-06,3.6478707850E-02
1.2490E-06,3.6434493124E-02
1.2500E-06,3.6452823222E-02
1.2510E-06,3.6361618102E-02
1.2520E-06,3.6357087195E-02
1.2530E-06,3.6329815924E-02
1.2540E-06,3.6297126353E-02
1.2550E-06,3.6254963934E-02
1.2560E-06,3.6214776576E-02
1.2570E-06,3.6199795306E-02
1.2580E-06,3.6168491900E-02
1.2590E-06,3.6112000525E-02
1.2600E-06,3.6088820040E-02
1.2610E-06,3.6090394557E-02
1.2620E-06,3.6022013724E-02
1.2630E-06,3.5999287188E-02
1.2640E-06,3.5972788870E-02
1.2650E-06,3.5938720286E-02
1.2660E-06,3.5920451224E-02
1.2670E-06,3.5881619513E-02
1.2680E-06,3.5813066542E-02
1.2690E-06,3.5828542769E-02
1.2700E-06,3.5765478671E-02
1.2710E-06,3.5759166300E-02
1.2720E-06,3.5735223830E-02
1.2730E-06,3.5676110327E-02
1.2740E-06,3.5687696993E-02
1.2750E-06,3.5644796431E-02
1.2760E-06,3.5620159209E-02
1.2770E-06,3.5548264086E-02
1.2780E-06,3.5526176989E-02
1.2790E-06,3.5520616591E-02
1.2800E-06,3.5476110995E-02
1.2810E-06,3.5434425414E-02
1.2820E-06,3.5404517233E-02
1.2830E-06,3.5350413859E-02
1.2840E-06,3.5343115866E-02
1.2850E-06,3.5280386984E-02
1.2860E-06,3.5274497569E-02
1.2870E-06,3.5238811553E-02
1.2880E-06,3.5199678481E-02
1.2890E-06,3.5164761126E-02
1.2900E-06,3.5147356093E-02
1.2910E-06,3.5108649790E-02
1.2920E-06,3.5099754393E-02
1.2930E-06,3.5036921084E-02
1.2940E-06,3.5008987486E-02
1.2950E-06,3.5005642951E-02
1.2960E-06,3.4963449061E-02
1.2970E-06,3.4955648005E-02
1.2980E-06,3.4911169112E-02
1.2990E-06,3.4876871645E-02
1.3000E-06,3.4845351279E-02
1.3010E-06,3.4820968688E-02
1.3020E-06,3.4772330344E-02
1.3030E-06,3.4778535903E-02
1.3040E-06,3.4725386679E-02
1.3050E-06,3.4709651530E-02
1.3060E-06,3.4683940947E-02
1.3070E-06,3.4675253928E-02
1.3080E-06,3.4634587348E-02
1.3090E-06,3.4612956107E-02
1.3100E-06,3.4551122248E-02
1.3110E-06,3.4544004977E-02
1.3120E-06,3.4499657214E-02
1.3130E-06,3.4491667330E-02
1.3140E-06,3.4443767130E-02
1.3150E-06,3.4429495394E-02
1.3160E-06,3.4380793631E-02
1.3170E-06,3.4386321127E-02
1.3180E-06,3.4334220469E-02
1.3190E-06,3.4311121047E-02
1.3200E-06,3.4290343821E-02
1.3210E-06,3.4246412814E-02
1.3220E-06,3.4215987265E-02
1.3230E-06,3.4189723074E-02
1.3240E-06,3.4163852751E-02
1.3250E-06,3.4151764929E-02
1.3260E-06,3.4121985018E-02
1.3270E-06,3.4076971591E-02
1.3280E-06,3.4064076960E-02
1.3290E-06,3.3987927973E-02
1.3300E-06,3.4020864546E-02
1.3310E-06,3.3959595740E-02
1.3320E-06,3.3951768458E-02
1.3330E-06,3.3915823996E-02
1.3340E-06,3.3897055209E-02
1.3350E-06,3.3820974886E-02
1.3360E-06,3.3867686331E-02
1.3370E-06,3.3767026484E-02
1.3380E-06,3.3775836051E-02
1.3390E-06,3.3728456080E-02
1.3400E-06,3.3704344332E-02
1.3410E-06,3.3710844100E-02
1.3420E-06,3.3659231246E-02
1.3430E-06,3.3645109236E-02
1.3440E-06,3.3593712866E-02
1.3450E-06,3.3578317225E-02
1.3460E-06,3.3555178225E-02
1.3470E-06,3.3516612589E-02
1.3480E-06,3.3442447245E-02
1.3490E-06,3.3461265624E-02
1.3500E-06,3.3407033980E-02
1.3510E-06,3.3404051840E-02
1.3520E-06,3.3354314387E-02
1.3530E-06,3.3358514369E-02
1.3540E-06,3.3310317576E-02
1.3550E-06,3.3303900778E-02
1.3560E-06,3.3280019343E-02
1.3570E-06,3.3259847224E-02
1.3580E-06,3.3239774287E-02
1.3590E-06,3.3169571459E-02
1.3600E-06,3.3151434004E-02
1.3610E-06,3.3113246977E-02
1.3620E-06,3.3072061598E-02
1.3630E-06,3.3073408663E-02
1.3640E-06,3.3026014388E-02
1.3650E-06,3.2995470583E-02
1.3660E-06,3.2963834822E-02
1.3670E-06,3.2930945456E-02
1.3680E-06,3.2912725508E-02
1.3690E-06,3.2871000826E-02
1.3700E-06,3.2857755244E-02
1.3710E-06,3.2824324191E-02
1.3720E-06,3.2787629187E-02
1.3730E-06,3.2765444815E-02
1.3740E-06,3.2766708910E-02
1.3750E-06,3.2727174342E-02
1.3760E-06,3.2707414210E-02
1.3770E-06,3.2687032282E-02
1.3780E-06,3.2686547816E-02
1.3790E-06,3.2623503745E-02
1.3800E-06,3.2601229250E-02
1.3810E-06,3.2575840056E-02
1.3820E-06,3.2596461833E-02
1.3830E-06,3.2491167128E-02
1.3840E-06,3.2528957903E-02
1.3850E-06,3.2484004557E-02
1.3860E-06,3.2441815436E-02
1.3870E-06,3.2398920119E-02
1.3880E-06,3.2396956980E-02
1.3890E-06,3.2353925765E-02
1.3900E-06,3.2352130473E-02
1.3910E-06,3.2314746439E-02
1.3920E-06,3.2280042708E-02
1.3930E-06,3.2263315260E-02
1.3940E-06,3.2204024374E-02
1.3950E-06,3.2184484065E-02
1.3960E-06,3.2159016669E-02
1.3970E-06,3.2134764731E-02
1.3980E-06,3.2095552504E-02
1.3990E-06,3.2066182673E-02
1.4000E-06,3.2038031161E-02
1.4010E-06,3.1992667735E-02
1.4020E-06,3.2001932204E-02
1.4030E-06,3.1955670893E-02
1.4040E-06,3.1958931983E-02
1.4050E-06,3.1929015696E-02
1.4060E-06,3.1872220576E-02
1.4070E-06,3.1864069521E-02
1.4080E-06,3.1836700976E-02
1.4090E-06,3.1797967494E-02
1.4100E-06,3.1753967822E-02
1.4110E-06,3.1732973158E-02
1.4120E-06,3.1723285258E-02
1.4130E-06,3.1699123442E-02
1.4140E-06,3.1667274058E-02
1.4150E-06,3.1664956152E-02
1.4160E-06,3.1611417353E-02
1.4170E-06,3.1606854022E-02
1.4180E-06,3.1562285006E-02
1.4190E-06,3.1552515566E-02
1.4200E-06,3.1525728762E-02
1.4210E-06,3.1496415675E-02
1.4220E-06,3.1465699732E-02
1.4230E-06,3.1433041632E-02
1.4240E-06,3.1424266398E-02
1.4250E-06,3.1381281435E-02
1.4260E-06,3.1354380190E-02
1.4270E-06,3.1331805289E-02
1.4280E-06,3.1313939631E-02
1.4290E-06,3.1254444659E-02
1.4300E-06,3.1262148917E-02
1.4310E-06,3.1225949824E-02
1.4320E-06,3.1196283877E-02
1.4330E-06,3.1174140990E-02
1.4340E-06,3.1150149405E-02
1.4350E-06,3.1078374445E-02
1.4360E-06,3.1092722476E-02
1.4370E-06,3.1032088339E-02
1.4380E-06,3.1023651659E-02
1.4390E-06,3.0985838950E-02
1.4400E-06,3.0984843314E-02
1.4410E-06,3.0920914233E-02
1.4420E-06,3.0931377947E-02
1.4430E-06,3.0889059126E-02
1.4440E-06,3.0877283633E-02
1.4450E-06,3.0859041750E-02
1.4460E-06,3.0841541350E-02
1.4470E-06,3.0781656325E-02
1.4480E-06,3.0800382197E-02
1.4490E-06,3.0742661059E-02
1.4500E-06,3.0738484442E-02
1.4510E-06,3.0687619746E-02
1.4520E-06,3.0684268534E-02
1.4530E-06,3.0630709231E-02
1.4540E-06,3.0587473929E-02
1.4550E-06,3.0575168192E-02
1.4560E-06,3.0566112578E-02
1.4570E-06,3.0525074542E-02
1.4580E-06,3.0536633551E-02
1.4590E-06,3.0465409815E-02
1.4600E-06,3.0478630126E-02
1.4610E-06,3.0433901370E-02
1.4620E-06,3.0432323515E-02
1.4630E-06,3.0379041255E-02
1.4640E-06,3.0393590987E-02
1.4650E-06,3.0322755396E-02
1.4660E-06,3.0309505999E-02
1.4670E-06,3.0290271819E-02
1.4680E-06,3.0248337328E-02
1.4690E-06,3.0227213919E-02
1.4700E-06,3.0201505244E-02
1.4710E-06,3.0179319441E-02
1.4720E-06,3.0150417387E-02
1.4730E-06,3.0130554736E-02
1.4740E-06,3.0119331419E-02
1.4750E-06,3.0098804057E-02
1.4760E-06,3.0072288573E-02
1.4770E-06,3.0064390719E-02
1.4780E-06,3.0032064021E-02
1.4790E-06,3.0025751173E-02
1.4800E-06,3.0012110293E-02
1.4810E-06,2.9969918787E-02
1.4820E-06,2.9928958476E-02
1.4830E-06,2.9913132250E-02
1.4840E-06,2.9887195647E-02
1.4850E-06,2.9850720942E-02
1.4860E-06,2.9858431876E-02
1.4870E-06,2.9850432456E-02
1.4880E-06,2.9825303137E-02
1.4890E-06,2.9785218298E-02
1.4900E-06,2.9780411780E-02
1.4910E-06,2.9744369090E-02
1.4920E-06,2.9747226775E-02
1.4930E-06,2.9683926642E-02
1.4940E-06,2.9667583048E-02
1.4950E-06,2.9677692950E-02
1.4960E-06,2.9637791693E-02
1.4970E-06,2.9627567828E-02
1.4980E-06,2.9575495780E-02
1.4990E-06,2.9569726527E-02
1.5000E-06,2.9510882437E-02
1.5010E-06,2.9487715781E-02
1.5020E-06,2.9479025900E-02
1.5030E-06,2.9462535918E-02
1.5040E-06,2.9420325339E-02
1.5050E-06,2.9403560221E-02
1.5060E-06,2.9400144637E-02
1.5070E-06,2.9369913161E-02
1.5080E-06,2.9370783865E-02
1.5090E-06,2.9339672148E-02
1.5100E-06,2.9317239344E-02
1.5110E-06,2.9304838717E-02
1.5120E-06,2.9271232188E-02
1.5130E-06,2.9224253237E-02
1.5140E-06,2.9204525530E-02
1.5150E-06,2.9153767169E-02
1.5160E-06,2.9146470606E-02
1.5170E-06,2.9137768805E-02
1.5180E-06,2.9113239825E-02
1.5190E-06,2.9095075667E-02
1.5200E-06,2.9070859492E-02
1.5210E-06,2.9065382540E-02
1.5220E-06,2.9026628077E-02
1.5230E-06,2.9008911669E-02
1.5240E-06,2.8984067500E-02
1.5250E-06,2.8941211760E-02
1.5260E-06,2.8913001120E-02
1.5270E-06,2.8882319510E-02
1.5280E-06,2.8855525553E-02
1.5290E-06,2.8822649539E-02
1.5300E-06,2.8820424616E-02
1.5310E-06,2.8813331664E-02
1.5320E-06,2.8790074408E-02
1.5330E-06,2.8765266955E-02
1.5340E-06,2.8755746424E-02
1.5350E-06,2.8720251620E-02
1.5360E-06,2.8711214125E-02
1.5370E-06,2.8714885771E-02
1.5380E-06,2.8679452479E-02
1.5390E-06,2.8662156641E-02
1.5400E-06,2.8640268385E-02
1.5410E-06,2.8607709944E-02
1.5420E-06,2.8560529768E-02
1.5430E-06,2.8587935507E-02
1.5440E-06,2.8531847060E-02
1.5450E-06,2.8544835150E-02
1.5460E-06,2.8497308791E-02
1.5470E-06,2.8473872721E-02
1.5480E-06,2.8438012183E-02
1.5490E-06,2.8419306338E-02
1.5500E-06,2.8388427317E-02
1.5510E-06,2.8370106757E-02
1.5520E-06,2.8349452078E-02
1.5530E-06,2.8323380530E-02
1.5540E-06,2.8318844378E-02
1.5550E-06,2.8306268752E-02
1.5560E-06,2.8297308981E-02
1.5570E-06,2.8237386286E-02
1.5580E-06,2.8216064513E-02
1.5590E-06,2.8180398047E-02
1.5600E-06,2.8134184420E-02
1.5610E-06,2.8144271433E-02
1.5620E-06,2.8101291239E-02
1.5630E-06,2.8088440478E-02
1.5640E-06,2.8072423041E-02
1.5650E-06,2.8074704707E-02
1.5660E-06,2.8040746748E-02
1.5670E-06,2.8005425990E-02
1.5680E-06,2.7972380698E-02
1.5690E-06,2.7962797225E-02
1.5700E-06,2.7977471888E-02
1.5710E-06,2.7936883509E-02
1.5720E-06,2.7918516219E-02
1.5730E-06,2.7892746031E-02
1.5740E-06,2.7878080904E-02
1.5750E-06,2.7871960700E-02
1.5760E-06,2.7858056605E-02
1.5770E-06,2.7828145564E-02
1.5780E-06,2.7839184821E-02
1.5790E-06,2.7768602908E-02
1.5800E-06,2.7767588675E-02
1.5810E-06,2.7728288710E-02
1.5820E-06,2.7728619158E-02
1.5830E-06,2.7713576853E-02
1.5840E-06,2.7684791625E-02
1.5850E-06,2.7659910738E-02
1.5860E-06,2.7661412776E-02
1.5870E-06,2.7616938651E-02
1.5880E-06,2.7608912528E-02
1.5890E-06,2.7577153742E-02
1.5900E-06,2.7573648512E-02
1.5910E-06,2.7513939917E-02
1.5920E-06,2.7552156508E-02
1.5930E-06,2.7490696967E-02
1.5940E-06,2.7504859030E-02
1.5950E-06,2.7465664923E-02
1.5960E-06,2.7485364020E-02
1.5970E-06,2.7434040606E-02
1.5980E-06,2.7429070055E-02
1.5990E-06,2.7403975070E-02
1.6000E-06,2.7401619494E-02
1.6010E-06,2.7363641798E-02
1.6020E-06,2.7383042395E-02
1.6030E-06,2.7322460234E-02
1.6040E-06,2.7333519518E-02
1.6050E-06,2.7280634940E-02
1.6060E-06,2.7290375769E-02
1.6070E-06,2.7253530562E-02
1.6080E-06,2.7239135802E-02
1.6090E-06,2.7235857069E-02
1.6100E-06,2.7211689532E-02
1.6110E-06,2.7176763594E-02
1.6120E-06,2.7193299353E-02
1.6130E-06,2.7119261324E-02
1.6140E-06,2.7159698069E-02
1.6150E-06,2.7120907366E-02
1.6160E-06,2.7082892954E-02
1.6170E-06,2.7069444239E-02
1.6180E-06,2.7019207537E-02
1.6190E-06,2.7040830672E-02
1.6200E-06,2.6992681086E-02
1.6210E-06,2.6993361533E-02
1.6220E-06,2.6954433978E-02
1.6230E-06,2.6936334670E-02
1.6240E-06,2.6922146380E-02
1.6250E-06,2.6892021239E-02
1.6260E-06,2.6849484503E-02
1.6270E-06,2.6850760043E-02
1.6280E-06,2.6814451277E-02
1.6290E-06,2.6806263506E-02
1.6300E-06,2.6776700556E-02
1.6310E-06,2.6786182940E-02
1.6320E-06,2.6721717894E-02
1.6330E-06,2.6714064181E-02
1.6340E-06,2.6703592360E-02
1.6350E-06,2.6669573843E-02
1.6360E-06,2.6656951487E-02
1.6370E-06,2.6611090243E-02
1.6380E-06,2.6601981699E-02
1.6390E-06,2.6599220812E-02
1.6400E-06,2.6577602923E-02
1.6410E-06,2.6582466185E-02
1.6420E-06,2.6521003306E-02
1.6430E-06,2.6541194499E-02
1.6440E-06,2.6493821204E-02
1.6450E-06,2.6466882288E-02
1.6460E-06,2.6429379046E-02
1.6470E-06,2.6443982184E-02
1.6480E-06,2.6409385264E-02
1.6490E-06,2.6389334261E-02
1.6500E-06,2.6343627036E-02
1.6510E-06,2.6364041388E-02
1.6520E-06,2.6313648760E-02
1.6530E-06,2.6315054953E-02
1.6540E-06,2.6306177199E-02
1.6550E-06,2.6294968188E-02
1.6560E-06,2.6223769724E-02
1.6570E-06,2.6244960368E-02
1.6580E-06,2.6219753802E-02
1.6590E-06,2.6223249495E-02
1.6600E-06,2.6150862277E-02
1.6610E-06,2.6202289164E-02
1.6620E-06,2.6142389357E-02
1.6630E-06,2.6129530013E-02
1.6640E-06,2.6111386836E-02
1.6650E-06,2.6092505515E-02
1.6660E-06,2.6070259631E-02
1.6670E-06,2.6047011912E-02
1.6680E-06,2.6040009558E-02
1.6690E-06,2.6009974062E-02
1.6700E-06,2.5994836390E-02
1.6710E-06,2.5989878237E-02
1.6720E-06,2.5959755003E-02
1.6730E-06,2.5942022860E-02
1.6740E-06,2.5951074660E-02
1.6750E-06,2.5905543387E-02
1.6760E-06,2.5908983290E-02
1.6770E-06,2.5880460322E-02
1.6780E-06,2.5877514422E-02
1.6790E-06,2.5835334837E-02
1.6800E-06,2.5834537566E-02
1.6810E-06,2.5783715308E-02
1.6820E-06,2.5790375769E-02
1.6830E-06,2.5780651629E-02
1.6840E-06,2.5752225459E-02
1.6850E-06,2.5730592787E-02
1.6860E-06,2.5684936106E-02
1.6870E-06,2.5663351119E-02
1.6880E-06,2.5702457011E-02
1.6890E-06,2.5655651152E-02
1.6900E-06,2.5630763113E-02
1.6910E-06,2.5601952136E-02
1.6920E-06,2.5581807673E-02
1.6930E-06,2.5585073054E-02
1.6940E-06,2.5543263972E-02
1.6950E-06,2.5543540537E-02
1.6960E-06,2.5504257739E-02
1.6970E-06,2.5504019320E-02
1.6980E-06,2.5461673319E-02
1.6990E-06,2.5482305110E-02
1.7000E-06,2.5456487238E-02
1.7010E-06,2.5448976099E-02
1.7020E-06,2.5397459090E-02
1.7030E-06,2.5374095023E-02
1.7040E-06,2.5369045794E-02
1.7050E-06,2.5353365958E-02
1.7060E-06,2.5324195921E-02
1.7070E-06,2.5309539378E-02
1.7080E-06,2.5286283553E-02
1.7090E-06,2.5251894057E-02
1.7100E-06,2.5258831084E-02
1.7110E-06,2.5241010249E-02
1.7120E-06,2.5238723338E-02
1.7130E-06,2.5195723593E-02
1.7140E-06,2.5167803824E-02
1.7150E-06,2.5134193003E-02
1.7160E-06,2.5151956141E-02
1.7170E-06,2.5127167761E-02
1.7180E-06,2.5121083796E-02
1.7190E-06,2.5096699774E-02
1.7200E-06,2.5087566435E-02
1.7210E-06,2.5056197226E-02
1.7220E-06,2.5045707762E-02
1.7230E-06,2.4987670004E-02
1.7240E-06,2.5036198676E-02
1.7250E-06,2.4975592196E-02
1.7260E-06,2.4993180335E-02
1.7270E-06,2.4958026946E-02
1.7280E-06,2.4995682299E-02
1.7290E-06,2.4920471251E-02
1.7300E-06,2.4920817912E-02
1.7310E-06,2.4890591681E-02
1.7320E-06,2.4895081103E-02
1.7330E-06,2.4862691462E-02
1.7340E-06,2.4868495524E-02
1.7350E-06,2.4828218520E-02
1.7360E-06,2.4846281588E-02
1.7370E-06,2.4787257731E-02
1.7380E-06,2.4802637160E-02
1.7390E-06,2.4774850428E-02
1.7400E-06,2.4744074404E-02
1.7410E-06,2.4732813418E-02
1.7420E-06,2.4707909644E-02
1.7430E-06,2.4671214640E-02
1.7440E-06,2.4661920130E-02
1.7450E-06,2.4648197711E-02
1.7460E-06,2.4615173399E-02
1.7470E-06,2.4605084479E-02
1.7480E-06,2.4574332297E-02
1.7490E-06,2.4594000399E-02
1.7500E-06,2.4547547877E-02
1.7510E-06,2.4544151366E-02
1.7520E-06,2.4490315020E-02
1.7530E-06,2.4498946726E-02
1.7540E-06,2.4466682494E-02
1.7550E-06,2.4454973757E-02
1.7560E-06,2.4421782076E-02
1.7570E-06,2.4423733771E-02
1.7580E-06,2.4395223677E-02
1.7590E-06,2.4430934489E-02
1.7600E-06,2.4411495745E-02
1.7610E-06,2.4396943629E-02
1.7620E-06,2.4374341547E-02
1.7630E-06,2.4350938380E-02
1.7640E-06,2.4323206484E-02
1.7650E-06,2.4305214942E-02
1.7660E-06,2.4305543482E-02
1.7670E-06,2.4281283438E-02
1.7680E-06,2.4305003226E-02
1.7690E-06,2.4247481406E-02
1.7700E-06,2.4249075472E-02
1.7710E-06,2.4229648173E-02
1.7720E-06,2.4191355288E-02
1.7730E-06,2.4199690402E-02
1.7740E-06,2.4145083487E-02
1.7750E-06,2.4152893126E-02
1.7760E-06,2.4132417262E-02
1.7770E-06,2.4105424464E-02
1.7780E-06,2.4113424361E-02
1.7790E-06,2.4055743277E-02
1.7800E-06,2.4062847674E-02
1.7810E-06,2.4061952174E-02
1.7820E-06,2.4025274336E-02
1.7830E-06,2.4022984087E-02
1.7840E-06,2.4013967097E-02
1.7850E-06,2.3989557803E-02
1.7860E-06,2.3970267355E-02
1.7870E-06,2.3936251223E-02
1.7880E-06,2.3923585951E-02
1.7890E-06,2.3914283812E-02
1.7900E-06,2.3892589629E-02
1.7910E-06,2.3863116324E-02
1.7920E-06,2.3859283030E-02
1.7930E-06,2.3846172392E-02
1.7940E-06,2.3801801264E-02
1.7950E-06,2.3807279646E-02
1.7960E-06,2.3769023478E-02
1.7970E-06,2.3746730387E-02
1.7980E-06,2.3739963591E-02
1.7990E-06,2.3717699111E-02
1.8000E-06,2.3700058043E-02
1.8010E-06,2.3669027865E-02
1.8020E-06,2.3657198966E-02
1.8030E-06,2.3645524085E-02
1.8040E-06,2.3626246035E-02
1.8050E-06,2.3605823576E-02
1.8060E-06,2.3609487593E-02
1.8070E-06,2.3577427447E-02
1.8080E-06,2.3558517992E-02
1.8090E-06,2.3520592272E-02
1.8100E-06,2.3535962641E-02
1.8110E-06,2.3505265296E-02
1.8120E-06,2.3520915568E-02
1.8130E-06,2.3464872897E-02
1.8140E-06,2.3475378096E-02
1.8150E-06,2.3426684439E-02
1.8160E-06,2.3420267165E-02
1.8170E-06,2.3399799883E-02
1.8180E-06,2.3372612536E-02
1.8190E-06,2.3351176798E-02
1.8200E-06,2.3342001021E-02
1.8210E-06,2.3325123847E-02
1.8220E-06,2.3323197424E-02
1.8230E-06,2.3272866786E-02
1.8240E-06,2.3268991530E-02
1.8250E-06,2.3274354041E-02
1.8260E-06,2.3247699797E-02
1.8270E-06,2.3250362933E-02
1.8280E-06,2.3204937041E-02
1.8290E-06,2.3190533698E-02
1.8300E-06,2.3188481867E-02
1.8310E-06,2.3162123263E-02
1.8320E-06,2.3130082190E-02
1.8330E-06,2.3152925551E-02
1.8340E-06,2.3108641207E-02
1.8350E-06,2.3109488070E-02
1.8360E-06,2.3085500777E-02
1.8370E-06,2.3073593199E-02
1.8380E-06,2.3024234354E-02
1.8390E-06,2.3031353533E-02
1.8400E-06,2.3004290164E-02
1.8410E-06,2.2994049609E-02
1.8420E-06,2.2985402167E-02
1.8430E-06,2.2960772097E-02
1.8440E-06,2.2969897330E-02
1.8450E-06,2.2944463313E-02
1.8460E-06,2.2930121481E-02
1.8470E-06,2.2948146403E-02
1.8480E-06,2.2905103743E-02
1.8490E-06,2.2919179022E-02
1.8500E-06,2.2907496512E-02
1.8510E-06,2.2894513667E-02
1.8520E-06,2.2876593649E-02
1.8530E-06,2.2841884673E-02
1.8540E-06,2.2819415152E-02
1.8550E-06,2.2805417597E-02
1.8560E-06,2.2775978625E-02
1.8570E-06,2.2779002249E-02
1.8580E-06,2.2746719420E-02
1.8590E-06,2.2760782778E-02
1.8600E-06,2.2738275588E-02
1.8610E-06,2.2709457934E-02
1.8620E-06,2.2690863192E-02
1.8630E-06,2.2696641982E-02
1.8640E-06,2.2688939631E-02
1.8650E-06,2.2669614375E-02
1.8660E-06,2.2647968352E-02
1.8670E-06,2.2634488642E-02
1.8680E-06,2.2610082209E-02
1.8690E-06,2.2614102423E-02
1.8700E-06,2.2583763182E-02
1.8710E-06,2.2564082682E-02
1.8720E-06,2.2556838095E-02
1.8730E-06,2.2537032664E-02
1.8740E-06,2.2557038367E-02
1.8750E-06,2.2513660967E-02
1.8760E-06,2.2535469592E-02
1.8770E-06,2.2481013358E-02
1.8780E-06,2.2490025103E-02
1.8790E-06,2.2458002627E-02
1.8800E-06,2.2434657633E-02
1.8810E-06,2.2434912741E-02
1.8820E-06,2.2432430804E-02
1.8830E-06,2.2391904414E-02
1.8840E-06,2.2402863562E-02
1.8850E-06,2.2335617125E-02
1.8860E-06,2.2349894583E-02
1.8870E-06,2.2355018675E-02
1.8880E-06,2.2329390109E-02
1.8890E-06,2.2324281275E-02
1.8900E-06,2.2309395373E-02
1.8910E-06,2.2288577616E-02
1.8920E-06,2.2251752436E-02
1.8930E-06,2.2261963904E-02
1.8940E-06,2.2217361987E-02
1.8950E-06,2.2219314158E-02
1.8960E-06,2.2218981802E-02
1.8970E-06,2.2210803092E-02
1.8980E-06,2.2197861254E-02
1.8990E-06,2.2181272566E-02
1.9000E-06,2.2156574309E-02
1.9010E-06,2.2144306242E-02
1.9020E-06,2.2133419573E-02
1.9030E-06,2.2125519812E-02
1.9040E-06,2.2066109717E-02
1.9050E-06,2.2098156512E-02
1.9060E-06,2.2067014754E-02
1.9070E-06,2.2075995505E-02
1.9080E-06,2.2070482790E-02
1.9090E-06,2.2064619601E-02
1.9100E-06,2.2005205691E-02
1.9110E-06,2.2012033522E-02
1.9120E-06,2.1977025092E-02
1.9130E-06,2.1978095114E-02
1.9140E-06,2.1950522959E-02
1.9150E-06,2.1955546916E-02
1.9160E-06,2.1960858881E-02
1.9170E-06,2.1903585970E-02
1.9180E-06,2.1886794627E-02
1.9190E-06,2.1875690520E-02
1.9200E-06,2.1883470118E-02
1.9210E-06,2.1865232527E-02
1.9220E-06,2.1842089713E-02
1.9230E-06,2.1834854662E-02
1.9240E-06,2.1794166148E-02
1.9250E-06,2.1806302607E-02
1.9260E-06,2.1762395442E-02
1.9270E-06,2.1781937182E-02
1.9280E-06,2.1760268748E-02
1.9290E-06,2.1753051341E-02
1.9300E-06,2.1749540389E-02
1.9310E-06,2.1727012217E-02
1.9320E-06,2.1698450148E-02
1.9330E-06,2.1702137053E-02
1.9340E-06,2.1676152766E-02
1.9350E-06,2.1689184248E-02
1.9360E-06,2.1651818335E-02
1.9370E-06,2.1650954306E-02
1.9380E-06,2.1636735499E-02
1.9390E-06,2.1603088439E-02
1.9400E-06,2.1589654505E-02
1.9410E-06,2.1558301508E-02
1.9420E-06,2.1565635741E-02
1.9430E-06,2.1529589713E-02
1.9440E-06,2.1540759146E-02
1.9450E-06,2.1534262717E-02
1.9460E-06,2.1520973265E-02
1.9470E-06,2.1500712454E-02
1.9480E-06,2.1483424246E-02
1.9490E-06,2.1482502043E-02
1.9500E-06,2.1462629378E-02
1.9510E-06,2.1440609515E-02
1.9520E-06,2.1437080920E-02
1.9530E-06,2.1426063597E-02
1.9540E-06,2.1400734007E-02
1.9550E-06,2.1384010375E-02
1.9560E-06,2.1372705996E-02
1.9570E-06,2.1340982974E-02
1.9580E-06,2.1389149249E-02
1.9590E-06,2.1321352065E-02
1.9600E-06,2.1351019442E-02
1.9610E-06,2.1296685755E-02
1.9620E-06,2.1339564383E-02
1.9630E-06,2.1272874892E-02
1.9640E-06,2.1288339674E-02
1.9650E-06,2.1241771758E-02
1.9660E-06,2.1243341982E-02
1.9670E-06,2.1223764956E-02
1.9680E-06,2.1224687636E-02
1.9690E-06,2.1195705950E-02
1.9700E-06,2.1219286978E-02
1.9710E-06,2.1187263548E-02
1.9720E-06,2.1145369112E-02
1.9730E-06,2.1144128382E-02
1.9740E-06,2.1150430262E-02
